Grupo,Codigo_Regiao,Reg_Saude,Município,Total,Semana,Casos,Cod_Munic
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,13,3,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,14,1,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,15,2,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,16,0,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,17,2,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,18,0,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,19,0,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,20,0,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,21,0,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,22,0,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,23,0,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,24,0,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,25,0,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,26,0,352190
SÃO JOSÉ DO RIO PRETO,35151,CATANDUVA,Itajobi,136,27,0,352190
BAURU,35064,JAU,Itaju,5,1,0,352200
BAURU,35064,JAU,Itaju,5,2,0,352200
BAURU,35064,JAU,Itaju,5,3,0,352200
BAURU,35064,JAU,Itaju,5,4,0,352200
BAURU,35064,JAU,Itaju,5,5,0,352200
BAURU,35064,JAU,Itaju,5,6,0,352200
BAURU,35064,JAU,Itaju,5,7,0,352200
BAURU,35064,JAU,Itaju,5,8,0,352200
BAURU,35064,JAU,Itaju,5,9,0,352200
BAURU,35064,JAU,Itaju,5,10,0,352200
BAURU,35064,JAU,Itaju,5,11,0,352200
BAURU,35064,JAU,Itaju,5,12,1,352200
BAURU,35064,JAU,Itaju,5,13,0,352200
BAURU,35064,JAU,Itaju,5,14,0,352200
BAURU,35064,JAU,Itaju,5,15,2,352200
BAURU,35064,JAU,Itaju,5,16,0,352200
BAURU,35064,JAU,Itaju,5,17,0,352200
BAURU,35064,JAU,Itaju,5,18,0,352200
BAURU,35064,JAU,Itaju,5,19,0,352200
BAURU,35064,JAU,Itaju,5,20,0,352200
BAURU,35064,JAU,Itaju,5,21,1,352200
BAURU,35064,JAU,Itaju,5,22,0,352200
BAURU,35064,JAU,Itaju,5,23,1,352200
BAURU,35064,JAU,Itaju,5,24,0,352200
BAURU,35064,JAU,Itaju,5,25,0,352200
BAURU,35064,JAU,Itaju,5,26,0,352200
BAURU,35064,JAU,Itaju,5,27,0,352200
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,1,0,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,2,1,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,3,0,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,4,3,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,5,4,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,6,2,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,7,3,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,8,4,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,9,1,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,10,2,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,11,1,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,12,7,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,13,3,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,14,6,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,15,5,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,16,5,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,17,11,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,18,12,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,19,7,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,20,3,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,21,4,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,22,4,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,23,0,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,24,2,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,25,5,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,26,3,352210
SANTOS,35041,BAIXADA SANTISTA,Itanhaém,99,27,1,352210
ITAPEVA,35162,ITAPEVA,Itaóca,0,1,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,2,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,3,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,4,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,5,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,6,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,7,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,8,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,9,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,10,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,11,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,12,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,13,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,14,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,15,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,16,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,17,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,18,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,19,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,20,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,21,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,22,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,23,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,24,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,25,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,26,0,352215
ITAPEVA,35162,ITAPEVA,Itaóca,0,27,0,352215
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,1,1,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,2,1,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,3,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,4,1,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,5,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,6,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,7,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,8,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,9,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,10,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,11,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,12,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,13,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,14,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,15,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,16,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,17,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,18,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,19,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,20,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,21,1,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,22,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,23,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,24,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,25,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,26,0,352220
OSASCO,35013,MANANCIAIS,Itapecerica da Serra,4,27,0,352220
SOROCABA,35161,ITAPETININGA,Itapetininga,24,1,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,2,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,3,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,4,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,5,2,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,6,1,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,7,2,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,8,2,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,9,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,10,4,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,11,3,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,12,1,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,13,1,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,14,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,15,1,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,16,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,17,1,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,18,3,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,19,2,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,20,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,21,1,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,22,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,23,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,24,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,25,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,26,0,352230
SOROCABA,35161,ITAPETININGA,Itapetininga,24,27,0,352230
ITAPEVA,35162,ITAPEVA,Itapeva,56,1,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,2,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,3,1,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,4,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,5,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,6,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,7,1,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,8,2,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,9,1,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,10,5,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,11,5,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,12,1,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,13,5,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,14,12,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,15,6,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,16,11,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,17,3,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,18,2,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,19,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,20,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,21,1,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,22,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,23,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,24,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,25,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,26,0,352240
ITAPEVA,35162,ITAPEVA,Itapeva,56,27,0,352240
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,1,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,2,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,3,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,4,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,5,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,6,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,7,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,8,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,9,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,10,2,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,11,3,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,12,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,13,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,14,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,15,2,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,16,1,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,17,1,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,18,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,19,1,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,20,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,21,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,22,1,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,23,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,24,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,25,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,26,0,352250
OSASCO,35014,ROTA DOS BANDEIRANTES,Itapevi,11,27,0,352250
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,1,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,2,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,3,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,4,1,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,5,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,6,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,7,1,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,8,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,9,1,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,10,1,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,11,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,12,6,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,13,4,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,14,1,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,15,1,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,16,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,17,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,18,1,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,19,3,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,20,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,21,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,22,1,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,23,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,24,0,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,25,1,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,26,1,352260
SÃO JOÃO DA BOA VISTA,35141,BAIXA MOGIANA,Itapira,25,27,2,352260
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,1,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,2,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,3,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,4,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,5,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,6,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,7,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,8,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,9,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,10,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,11,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,12,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,13,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,14,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,15,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,16,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,17,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,18,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,19,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,20,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,21,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,22,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,23,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,24,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,25,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,26,0,352265
ITAPEVA,35162,ITAPEVA,Itapirapuã Paulista,0,27,0,352265
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,1,21,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,2,45,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,3,56,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,4,92,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,5,122,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,6,112,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,7,138,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,8,109,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,9,141,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,10,145,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,11,93,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,12,77,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,13,93,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,14,92,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,15,71,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,16,74,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,17,34,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,18,39,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,19,21,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,20,24,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,21,14,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,22,3,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,23,4,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,24,3,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,25,5,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,26,0,352270
ARARAQUARA,35032,CENTRO OESTE DO DRS III,Itápolis,1.629,27,1,352270
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,1,1,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,2,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,3,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,4,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,5,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,6,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,7,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,8,1,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,9,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,10,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,11,1,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,12,1,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,13,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,14,4,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,15,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,16,1,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,17,1,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,18,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,19,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,20,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,21,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,22,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,23,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,24,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,25,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,26,0,352280
BOTUCATU,35061,VALE DO JURUMIRIM,Itaporanga,10,27,0,352280
BAURU,35064,JAU,Itapuí,9,1,0,352290
BAURU,35064,JAU,Itapuí,9,2,0,352290
BAURU,35064,JAU,Itapuí,9,3,0,352290
BAURU,35064,JAU,Itapuí,9,4,1,352290
BAURU,35064,JAU,Itapuí,9,5,0,352290
BAURU,35064,JAU,Itapuí,9,6,1,352290
BAURU,35064,JAU,Itapuí,9,7,0,352290
BAURU,35064,JAU,Itapuí,9,8,1,352290
BAURU,35064,JAU,Itapuí,9,9,1,352290
BAURU,35064,JAU,Itapuí,9,10,0,352290
BAURU,35064,JAU,Itapuí,9,11,1,352290
BAURU,35064,JAU,Itapuí,9,12,0,352290
BAURU,35064,JAU,Itapuí,9,13,1,352290
BAURU,35064,JAU,Itapuí,9,14,0,352290
BAURU,35064,JAU,Itapuí,9,15,0,352290
BAURU,35064,JAU,Itapuí,9,16,0,352290
BAURU,35064,JAU,Itapuí,9,17,0,352290
BAURU,35064,JAU,Itapuí,9,18,0,352290
BAURU,35064,JAU,Itapuí,9,19,1,352290
BAURU,35064,JAU,Itapuí,9,20,0,352290
BAURU,35064,JAU,Itapuí,9,21,1,352290
BAURU,35064,JAU,Itapuí,9,22,1,352290
BAURU,35064,JAU,Itapuí,9,23,0,352290
BAURU,35064,JAU,Itapuí,9,24,0,352290
BAURU,35064,JAU,Itapuí,9,25,0,352290
BAURU,35064,JAU,Itapuí,9,26,0,352290
BAURU,35064,JAU,Itapuí,9,27,0,352290
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,1,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,2,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,3,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,4,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,5,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,6,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,7,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,8,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,9,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,10,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,11,2,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,12,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,13,4,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,14,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,15,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,16,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,17,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,18,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,19,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,20,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,21,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,22,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,23,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,24,1,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,25,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,26,0,352300
ARAÇATUBA,35022,LAGOS DO DRS II,Itapura,18,27,0,352300
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Itaquaquecetuba,26,1,0,352310
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Itaquaquecetuba,26,2,0,352310
