Grupo,Codigo_Regiao,Reg_Saude,Município,Total,Semana,Casos,Cod_Munic
BAURU,35065,LINS,Guaiçara,15,8,1,351720
BAURU,35065,LINS,Guaiçara,15,9,1,351720
BAURU,35065,LINS,Guaiçara,15,10,2,351720
BAURU,35065,LINS,Guaiçara,15,11,0,351720
BAURU,35065,LINS,Guaiçara,15,12,2,351720
BAURU,35065,LINS,Guaiçara,15,13,0,351720
BAURU,35065,LINS,Guaiçara,15,14,0,351720
BAURU,35065,LINS,Guaiçara,15,15,1,351720
BAURU,35065,LINS,Guaiçara,15,16,0,351720
BAURU,35065,LINS,Guaiçara,15,17,0,351720
BAURU,35065,LINS,Guaiçara,15,18,1,351720
BAURU,35065,LINS,Guaiçara,15,19,1,351720
BAURU,35065,LINS,Guaiçara,15,20,1,351720
BAURU,35065,LINS,Guaiçara,15,21,1,351720
BAURU,35065,LINS,Guaiçara,15,22,1,351720
BAURU,35065,LINS,Guaiçara,15,23,2,351720
BAURU,35065,LINS,Guaiçara,15,24,1,351720
BAURU,35065,LINS,Guaiçara,15,25,0,351720
BAURU,35065,LINS,Guaiçara,15,26,0,351720
BAURU,35065,LINS,Guaiçara,15,27,0,351720
MARÍLIA,35093,MARÍLIA,Guaimbê,166,1,9,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,2,15,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,3,30,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,4,20,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,5,34,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,6,35,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,7,19,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,8,2,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,9,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,10,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,11,1,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,12,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,13,1,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,14,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,15,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,16,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,17,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,18,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,19,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,20,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,21,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,22,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,23,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,24,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,25,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,26,0,351730
MARÍLIA,35093,MARÍLIA,Guaimbê,166,27,0,351730
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,1,0,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,2,0,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,3,4,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,4,1,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,5,2,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,6,6,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,7,5,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,8,10,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,9,6,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,10,2,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,11,2,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,12,3,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,13,0,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,14,3,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,15,2,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,16,4,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,17,2,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,18,2,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,19,1,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,20,3,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,21,2,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,22,1,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,23,2,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,24,1,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,25,3,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,26,1,351740
BARRETOS,35051,NORTE-BARRETOS,Guaíra,70,27,2,351740
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,1,5,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,2,9,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,3,5,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,4,4,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,5,7,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,6,5,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,7,5,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,8,4,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,9,7,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,10,2,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,11,3,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,12,1,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,13,4,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,14,4,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,15,3,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,16,5,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,17,1,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,18,5,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,19,4,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,20,4,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,21,1,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,22,1,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,23,1,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,24,1,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,25,0,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,26,0,351750
SÃO JOSÉ DO RIO PRETO,35155,SÃO JOSÉ DO RIO PRETO,Guapiaçu,91,27,0,351750
ITAPEVA,35162,ITAPEVA,Guapiara,0,1,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,2,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,3,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,4,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,5,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,6,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,7,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,8,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,9,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,10,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,11,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,12,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,13,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,14,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,15,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,16,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,17,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,18,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,19,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,20,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,21,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,22,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,23,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,24,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,25,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,26,0,351760
ITAPEVA,35162,ITAPEVA,Guapiara,0,27,0,351760
FRANCA,35083,ALTA MOGIANA,Guará,5,1,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,2,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,3,1,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,4,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,5,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,6,1,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,7,2,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,8,1,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,9,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,10,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,11,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,12,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,13,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,14,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,15,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,16,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,17,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,18,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,19,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,20,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,21,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,22,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,23,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,24,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,25,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,26,0,351770
FRANCA,35083,ALTA MOGIANA,Guará,5,27,0,351770
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,1,0,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,2,1,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,3,0,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,4,0,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,5,0,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,6,1,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,7,1,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,8,1,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,9,0,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,10,0,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,11,2,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,12,4,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,13,4,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,14,2,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,15,5,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,16,3,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,17,1,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,18,3,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,19,0,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,20,4,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,21,8,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,22,9,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,23,1,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,24,3,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,25,2,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,26,1,351780
ARAÇATUBA,35022,LAGOS DO DRS II,Guaraçaí,56,27,0,351780
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,1,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,2,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,3,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,4,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,5,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,6,2,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,7,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,8,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,9,1,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,10,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,11,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,12,1,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,13,2,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,14,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,15,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,16,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,17,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,18,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,19,2,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,20,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,21,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,22,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,23,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,24,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,25,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,26,0,351790
BARRETOS,35051,NORTE-BARRETOS,Guaraci,8,27,0,351790
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,1,0,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,2,0,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,3,0,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,4,0,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,5,0,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,6,0,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,7,3,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,8,1,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,9,0,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,10,2,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,11,5,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,12,8,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,13,8,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,14,16,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,15,19,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,16,15,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,17,4,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,18,4,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,19,8,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,20,5,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,21,0,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,22,4,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,23,1,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,24,0,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,25,1,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,26,1,351800
JALES,35154,FERNANDÓPOLIS,Guarani d'Oeste,105,27,0,351800
MARÍLIA,35093,MARÍLIA,Guarantã,33,1,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,2,1,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,3,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,4,1,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,5,1,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,6,2,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,7,1,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,8,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,9,5,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,10,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,11,4,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,12,4,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,13,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,14,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,15,2,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,16,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,17,2,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,18,4,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,19,2,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,20,3,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,21,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,22,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,23,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,24,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,25,1,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,26,0,351810
MARÍLIA,35093,MARÍLIA,Guarantã,33,27,0,351810
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,1,43,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,2,80,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,3,99,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,4,155,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,5,156,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,6,210,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,7,160,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,8,89,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,9,104,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,10,82,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,11,57,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,12,47,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,13,24,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,14,24,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,15,15,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,16,18,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,17,9,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,18,14,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,19,7,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,20,10,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,21,7,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,22,5,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,23,2,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,24,4,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,25,4,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,26,0,351820
ARAÇATUBA,35021,CENTRAL DO DRS II,Guararapes,1.425,27,0,351820
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,1,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,2,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,3,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,4,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,5,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,6,1,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,7,21,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,8,21,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,9,8,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,10,4,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,11,7,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,12,2,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,13,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,14,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,15,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,16,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,17,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,18,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,19,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,20,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,21,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,22,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,23,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,24,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,25,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,26,0,351830
MOGI DAS CRUZES,35011,ALTO DO TIETÊ,Guararema,64,27,0,351830
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,1,26,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,2,42,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,3,65,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,4,80,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,5,142,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,6,311,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,7,281,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,8,311,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,9,417,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,10,353,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,11,289,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,12,196,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,13,127,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,14,98,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,15,91,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,16,68,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,17,58,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,18,50,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,19,31,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,20,27,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,21,15,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,22,8,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,23,4,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,24,10,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,25,4,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,26,3,351840
TAUBATÉ,35172,CIRCUITO DA FÉ - VALE HISTÓRICO,Guaratinguetá,3.108,27,1,351840
