Grupo,Codigo_Regiao,Reg_Saude,Município,Total,Semana,Casos
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,27,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,28,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,29,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,30,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,31,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,32,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,33,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,34,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,35,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,36,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,37,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,38,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,39,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,40,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,41,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,42,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,43,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,44,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,45,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,46,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,47,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,48,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,49,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,50,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,51,0
ITAPEVA,35162,ITAPEVA,352320 Itararé,0,52,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,1,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,2,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,3,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,4,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,5,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,6,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,7,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,8,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,9,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,10,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,11,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,12,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,13,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,14,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,15,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,16,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,17,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,18,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,19,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,20,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,21,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,22,1
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,23,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,24,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,25,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,26,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,27,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,28,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,29,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,30,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,31,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,32,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,33,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,34,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,35,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,36,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,37,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,38,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,39,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,40,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,41,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,42,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,43,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,44,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,45,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,46,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,47,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,48,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,49,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,50,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,51,0
REGISTRO,35121,VALE DO RIBEIRA,352330 Itariri,1,52,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,1,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,2,1
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,3,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,4,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,5,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,6,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,7,1
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,8,2
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,9,2
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,10,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,11,5
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,12,6
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,13,7
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,14,4
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,15,3
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,16,17
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,17,11
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,18,14
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,19,8
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,20,10
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,21,11
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,22,1
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,23,1
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,24,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,25,4
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,26,3
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,27,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,28,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,29,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,30,1
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,31,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,32,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,33,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,34,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,35,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,36,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,37,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,38,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,39,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,40,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,41,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,42,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,43,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,44,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,45,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,46,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,47,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,48,1
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,49,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,50,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,51,0
CAMPINAS,35072,REG METRO CAMPINAS,352340 Itatiba,114,52,1
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,1,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,2,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,3,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,4,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,5,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,6,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,7,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,8,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,9,5
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,10,7
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,11,5
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,12,10
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,13,14
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,14,8
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,15,6
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,16,11
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,17,9
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,18,1
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,19,6
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,20,4
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,21,6
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,22,2
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,23,3
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,24,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,25,1
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,26,2
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,27,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,28,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,29,1
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,30,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,31,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,32,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,33,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,34,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,35,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,36,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,37,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,38,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,39,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,40,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,41,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,42,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,43,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,44,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,45,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,46,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,47,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,48,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,49,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,50,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,51,0
BOTUCATU,35063,POLO CUESTA,352350 Itatinga,101,52,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,1,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,2,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,3,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,4,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,5,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,6,1
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,7,1
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,8,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,9,1
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,10,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,11,3
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,12,2
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,13,4
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,14,9
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,15,5
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,16,9
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,17,8
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,18,6
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,19,6
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,20,3
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,21,5
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,22,3
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,23,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,24,2
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,25,2
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,26,2
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,27,1
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,28,1
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,29,1
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,30,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,31,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,32,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,33,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,34,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,35,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,36,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,37,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,38,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,39,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,40,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,41,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,42,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,43,1
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,44,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,45,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,46,1
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,47,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,48,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,49,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,50,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,51,0
PIRACICABA,35104,RIO CLARO,352360 Itirapina,77,52,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,1,2
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,2,8
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,3,10
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,4,13
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,5,6
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,6,1
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,7,2
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,8,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,9,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,10,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,11,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,12,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,13,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,14,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,15,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,16,1
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,17,1
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,18,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,19,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,20,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,21,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,22,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,23,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,24,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,25,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,26,1
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,27,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,28,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,29,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,30,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,31,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,32,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,33,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,34,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,35,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,36,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,37,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,38,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,39,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,40,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,41,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,42,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,43,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,44,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,45,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,46,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,47,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,48,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,49,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,50,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,51,0
FRANCA,35081,TRÊS COLINAS,352370 Itirapuã,45,52,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,1,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,2,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,3,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,4,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,5,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,6,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,7,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,8,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,9,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,10,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,11,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,12,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,13,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,14,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,15,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,16,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,17,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,18,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,19,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,20,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,21,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,22,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,23,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,24,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,25,1
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,26,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,27,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,28,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,29,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,30,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,31,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,32,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,33,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,34,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,35,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,36,1
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,37,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,38,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,39,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,40,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,41,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,42,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,43,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,44,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,45,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,46,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,47,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,48,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,49,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,50,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,51,0
SÃO JOÃO DA BOA VISTA,35143,RIO PARDO,352380 Itobi,3,52,1
SOROCABA,35163,SOROCABA,352390 Itu,84,1,0
SOROCABA,35163,SOROCABA,352390 Itu,84,2,0
SOROCABA,35163,SOROCABA,352390 Itu,84,3,0
SOROCABA,35163,SOROCABA,352390 Itu,84,4,0
SOROCABA,35163,SOROCABA,352390 Itu,84,5,1
SOROCABA,35163,SOROCABA,352390 Itu,84,6,3
SOROCABA,35163,SOROCABA,352390 Itu,84,7,1
SOROCABA,35163,SOROCABA,352390 Itu,84,8,1
SOROCABA,35163,SOROCABA,352390 Itu,84,9,1
SOROCABA,35163,SOROCABA,352390 Itu,84,10,0
SOROCABA,35163,SOROCABA,352390 Itu,84,11,2
SOROCABA,35163,SOROCABA,352390 Itu,84,12,7
SOROCABA,35163,SOROCABA,352390 Itu,84,13,6
SOROCABA,35163,SOROCABA,352390 Itu,84,14,6
SOROCABA,35163,SOROCABA,352390 Itu,84,15,3
SOROCABA,35163,SOROCABA,352390 Itu,84,16,5
SOROCABA,35163,SOROCABA,352390 Itu,84,17,3
SOROCABA,35163,SOROCABA,352390 Itu,84,18,6
SOROCABA,35163,SOROCABA,352390 Itu,84,19,12
SOROCABA,35163,SOROCABA,352390 Itu,84,20,5
SOROCABA,35163,SOROCABA,352390 Itu,84,21,4
SOROCABA,35163,SOROCABA,352390 Itu,84,22,6
SOROCABA,35163,SOROCABA,352390 Itu,84,23,4
SOROCABA,35163,SOROCABA,352390 Itu,84,24,0
SOROCABA,35163,SOROCABA,352390 Itu,84,25,1
SOROCABA,35163,SOROCABA,352390 Itu,84,26,2
SOROCABA,35163,SOROCABA,352390 Itu,84,27,0
SOROCABA,35163,SOROCABA,352390 Itu,84,28,0
SOROCABA,35163,SOROCABA,352390 Itu,84,29,0
SOROCABA,35163,SOROCABA,352390 Itu,84,30,0
SOROCABA,35163,SOROCABA,352390 Itu,84,31,0
SOROCABA,35163,SOROCABA,352390 Itu,84,32,1
SOROCABA,35163,SOROCABA,352390 Itu,84,33,0
SOROCABA,35163,SOROCABA,352390 Itu,84,34,1
SOROCABA,35163,SOROCABA,352390 Itu,84,35,0
SOROCABA,35163,SOROCABA,352390 Itu,84,36,0
SOROCABA,35163,SOROCABA,352390 Itu,84,37,2
SOROCABA,35163,SOROCABA,352390 Itu,84,38,0
SOROCABA,35163,SOROCABA,352390 Itu,84,39,0
SOROCABA,35163,SOROCABA,352390 Itu,84,40,0
SOROCABA,35163,SOROCABA,352390 Itu,84,41,0
SOROCABA,35163,SOROCABA,352390 Itu,84,42,0
SOROCABA,35163,SOROCABA,352390 Itu,84,43,0
SOROCABA,35163,SOROCABA,352390 Itu,84,44,0
SOROCABA,35163,SOROCABA,352390 Itu,84,45,0
SOROCABA,35163,SOROCABA,352390 Itu,84,46,0
